disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change,severity_impact
Port Congestion,Electronics,2,Asia-Pacific,Small,0,1,21.3,247758.79,Customer Delay,6,30,35,0,21.3
Factory Incident,Consumer Goods,1,Asia-Pacific,Large,0,4,53.3,2824074.05,Production Reroute,1,176,290,0,213.2
Geopolitical,Aerospace,1,Africa/Middle East,Large,1,2,16.7,3612723.95,Customer Delay,1,22,137,0,33.4
Natural Disaster,Electronics,1,Asia-Pacific,Large,1,2,47.0,14801389.3,Inventory Buffer,1,17,36,1,94.0
Natural Disaster,Electronics,1,Europe,Medium,1,1,16.9,314753.41,Production Reroute,2,14,30,0,16.9
Port Congestion,Electronics,3,Europe,Medium,0,2,31.0,370691.72,Inventory Buffer,5,18,45,0,62.0
Cyber Attack,Aerospace,2,North America,Small,1,3,45.2,1971323.5,Alternative Supplier,1,19,47,0,135.60000000000002
Port Congestion,Electronics,3,Europe,Medium,1,3,51.5,1202439.48,Alternative Supplier,2,175,192,1,154.5
Port Congestion,Consumer Goods,3,Asia-Pacific,Medium,1,1,23.8,148748.28,Alternative Supplier,7,9,22,0,23.8
Factory Incident,Consumer Goods,3,Europe,Medium,1,2,2.5,54662.5,Alternative Supplier,2,20,59,0,5.0
Port Congestion,Electronics,3,South America,Large,1,2,18.2,5868066.24,Alternative Supplier,1,11,50,0,36.4
Port Congestion,Electronics,4,Asia-Pacific,Small,0,1,11.2,111190.27,Customer Delay,4,4,13,0,11.2
Geopolitical,Automotive,3,Asia-Pacific,Medium,0,1,1.0,82902.49,Production Reroute,4,21,38,0,1.0
Port Congestion,Electronics,1,Africa/Middle East,Medium,1,1,26.4,2497102.45,Alternative Supplier,2,3,14,0,26.4
Natural Disaster,Electronics,1,Europe,Medium,1,4,66.0,760809.06,Alternative Supplier,10,10,23,1,264.0
Geopolitical,Electronics,1,Asia-Pacific,Medium,0,3,51.8,704027.24,Inventory Buffer,4,46,134,0,155.39999999999998
Labor Strike,Consumer Goods,1,Africa/Middle East,Medium,1,2,23.9,510442.08,Customer Delay,1,57,73,0,47.8
Labor Strike,Electronics,1,Asia-Pacific,Small,0,2,11.6,71695.03,Alternative Supplier,2,16,58,0,23.2
Port Congestion,Aerospace,3,North America,Medium,0,2,23.2,1246340.53,Customer Delay,33,31,49,0,46.4
Labor Strike,Electronics,1,Africa/Middle East,Medium,1,2,14.1,853579.48,Alternative Supplier,1,3,8,0,28.2
Natural Disaster,Electronics,2,Asia-Pacific,Large,1,3,46.2,9575955.91,Alternative Supplier,1,36,78,0,138.60000000000002
Cyber Attack,Consumer Goods,2,Africa/Middle East,Small,0,1,18.9,74844.07,Alternative Supplier,3,7,22,1,18.9
Port Congestion,Consumer Goods,1,Asia-Pacific,Medium,0,2,23.8,580132.41,Production Reroute,4,15,94,1,47.6
Cyber Attack,Consumer Goods,3,Europe,Medium,1,3,35.1,349087.61,Alternative Supplier,1,31,74,1,105.30000000000001
Port Congestion,Aerospace,2,South America,Medium,0,2,38.7,2746918.61,Production Reroute,5,14,81,0,77.4
Geopolitical,Consumer Goods,3,Africa/Middle East,Medium,0,2,31.6,575956.23,Customer Delay,18,19,39,0,63.2
Cyber Attack,Automotive,2,Asia-Pacific,Medium,1,4,35.1,1458274.99,Alternative Supplier,6,4,42,0,140.4
Cyber Attack,Consumer Goods,1,Europe,Small,0,5,92.3,213127.71,Combined Strategy,9,49,197,0,461.5
Natural Disaster,Electronics,1,Europe,Small,0,2,34.9,281626.34,Production Reroute,2,82,135,1,69.8
Geopolitical,Pharmaceuticals,2,North America,Large,1,4,58.5,11176641.42,Production Reroute,1,13,43,0,234.0
Cyber Attack,Electronics,4,Asia-Pacific,Small,0,4,27.0,253964.81,Production Reroute,3,59,108,1,108.0
Geopolitical,Pharmaceuticals,2,Europe,Medium,1,1,18.6,1094455.64,Alternative Supplier,1,20,36,0,18.6
Port Congestion,Automotive,2,Asia-Pacific,Medium,0,3,36.9,1306747.93,Production Reroute,13,47,96,1,110.69999999999999
Natural Disaster,Aerospace,3,Asia-Pacific,Large,1,3,26.3,13677578.26,Customer Delay,1,33,101,0,78.9
Port Congestion,Electronics,3,Asia-Pacific,Small,0,1,1.0,10000.0,Production Reroute,1,19,58,0,1.0
Port Congestion,Automotive,1,Asia-Pacific,Large,1,2,30.0,1798353.83,Alternative Supplier,1,24,102,0,60.0
Cyber Attack,Consumer Goods,3,North America,Medium,1,4,41.3,642639.58,Alternative Supplier,1,3,51,0,165.2
Port Congestion,Consumer Goods,2,North America,Medium,1,1,18.5,362737.37,Alternative Supplier,1,15,27,0,18.5
Natural Disaster,Pharmaceuticals,1,South America,Small,1,4,62.8,1097938.75,Alternative Supplier,1,56,162,0,251.2
Labor Strike,Pharmaceuticals,2,Africa/Middle East,Small,1,1,6.8,135450.12,Alternative Supplier,1,8,13,0,6.8
Factory Incident,Consumer Goods,2,Asia-Pacific,Large,0,1,16.0,269229.92,Alternative Supplier,8,3,10,0,16.0
Labor Strike,Electronics,1,Africa/Middle East,Medium,1,3,68.8,3104245.19,Alternative Supplier,3,4,30,1,206.39999999999998
Factory Incident,Electronics,3,Asia-Pacific,Medium,0,2,21.4,197994.14,Inventory Buffer,7,48,101,1,42.8
Geopolitical,Automotive,4,South America,Medium,1,5,39.1,1711392.47,Production Reroute,1,63,174,0,195.5
Port Congestion,Aerospace,3,Africa/Middle East,Small,0,3,36.7,851218.9,Production Reroute,3,57,105,0,110.10000000000001
Geopolitical,Pharmaceuticals,1,South America,Medium,1,5,56.0,6883032.49,Combined Strategy,5,49,80,1,280.0
Cyber Attack,Automotive,1,North America,Large,1,5,79.7,5165220.73,Combined Strategy,1,6,107,1,398.5
Geopolitical,Automotive,1,Europe,Medium,0,3,53.8,2557431.03,Customer Delay,7,46,57,0,161.39999999999998
Labor Strike,Pharmaceuticals,3,Asia-Pacific,Large,1,2,26.8,2520330.75,Combined Strategy,1,98,127,0,53.6
Port Congestion,Electronics,2,Europe,Large,1,2,28.8,13475175.98,Alternative Supplier,1,12,49,0,57.6
Port Congestion,Electronics,3,South America,Medium,0,3,28.9,2083171.32,Production Reroute,4,81,106,0,86.69999999999999
Labor Strike,Consumer Goods,2,Europe,Large,1,2,16.7,340899.4,Inventory Buffer,1,29,54,0,33.4
Factory Incident,Automotive,3,Asia-Pacific,Medium,0,2,25.2,294952.92,Customer Delay,4,23,44,0,50.4
Labor Strike,Electronics,1,South America,Small,0,2,55.5,3512099.71,Inventory Buffer,1,12,82,1,111.0
Port Congestion,Pharmaceuticals,1,Europe,Large,1,2,21.4,1734853.62,Alternative Supplier,3,7,26,0,42.8
Geopolitical,Electronics,2,Europe,Small,0,2,35.5,450794.59,Alternative Supplier,3,29,65,1,71.0
Natural Disaster,Electronics,1,Asia-Pacific,Large,1,5,71.4,17925880.22,Alternative Supplier,2,42,184,0,357.0
Labor Strike,Consumer Goods,2,Asia-Pacific,Small,0,2,29.5,33615.76,Inventory Buffer,2,35,114,0,59.0
Labor Strike,Pharmaceuticals,2,Europe,Small,1,1,6.2,94331.84,Combined Strategy,6,7,20,0,6.2
Geopolitical,Consumer Goods,2,North America,Medium,0,4,47.1,860830.37,Combined Strategy,1,64,92,0,188.4
Factory Incident,Electronics,2,Asia-Pacific,Medium,0,3,45.8,644113.43,Production Reroute,2,13,53,0,137.39999999999998
Natural Disaster,Consumer Goods,2,Asia-Pacific,Small,0,3,33.1,153164.21,Alternative Supplier,1,44,70,0,99.30000000000001
Natural Disaster,Automotive,2,North America,Small,0,2,33.4,1357234.99,Combined Strategy,4,21,50,1,66.8
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Small,1,1,26.2,612678.08,Production Reroute,4,21,40,0,26.2
Labor Strike,Electronics,1,Asia-Pacific,Medium,1,5,82.8,1209744.03,Production Reroute,4,20,219,1,414.0
Natural Disaster,Electronics,1,Asia-Pacific,Small,1,2,25.3,358280.99,Alternative Supplier,1,17,22,0,50.6
Cyber Attack,Consumer Goods,3,Europe,Medium,0,3,25.4,223211.08,Combined Strategy,11,49,105,1,76.19999999999999
Geopolitical,Aerospace,1,Asia-Pacific,Medium,0,1,19.4,2879766.62,Customer Delay,1,3,28,0,19.4
Geopolitical,Automotive,1,Asia-Pacific,Medium,1,3,57.1,1997777.73,Alternative Supplier,1,5,41,0,171.3
Cyber Attack,Aerospace,2,Asia-Pacific,Medium,0,5,59.6,7378523.43,Combined Strategy,2,88,284,0,298.0
Geopolitical,Consumer Goods,1,Asia-Pacific,Small,0,5,75.5,439419.36,Production Reroute,8,29,319,1,377.5
Cyber Attack,Automotive,2,North America,Medium,1,4,51.1,1071142.87,Alternative Supplier,3,35,56,0,204.4
Port Congestion,Pharmaceuticals,3,North America,Large,1,1,6.2,2591429.76,Customer Delay,1,13,25,0,6.2
Factory Incident,Consumer Goods,3,Asia-Pacific,Medium,1,2,24.7,907339.22,Combined Strategy,1,25,35,0,49.4
Labor Strike,Pharmaceuticals,4,Asia-Pacific,Small,0,2,20.7,303666.92,Production Reroute,9,34,58,0,41.4
Labor Strike,Electronics,1,Asia-Pacific,Small,0,2,29.2,220512.92,Inventory Buffer,4,4,113,1,58.4
Port Congestion,Electronics,1,North America,Small,1,1,1.0,12218.71,Alternative Supplier,1,11,27,0,1.0
Natural Disaster,Automotive,4,Europe,Medium,0,1,1.0,10557.33,Customer Delay,1,36,125,1,1.0
Port Congestion,Pharmaceuticals,2,South America,Large,1,1,12.8,8777513.76,Alternative Supplier,8,19,48,0,12.8
Cyber Attack,Automotive,3,Asia-Pacific,Small,0,5,51.6,1333660.52,Combined Strategy,6,29,224,1,258.0
Factory Incident,Consumer Goods,3,Europe,Large,1,2,8.7,475818.89,Inventory Buffer,4,16,39,0,17.4
Geopolitical,Consumer Goods,4,Asia-Pacific,Medium,1,5,44.9,130399.92,Alternative Supplier,1,50,121,1,224.5
Natural Disaster,Electronics,3,Europe,Large,1,4,44.5,11276703.24,Alternative Supplier,2,124,159,1,178.0
Factory Incident,Consumer Goods,3,Asia-Pacific,Large,1,3,16.7,1585750.67,Alternative Supplier,2,17,39,0,50.099999999999994
Natural Disaster,Consumer Goods,1,Asia-Pacific,Medium,1,3,46.1,3540539.38,Customer Delay,1,79,145,0,138.3
Geopolitical,Electronics,2,Europe,Large,1,3,56.5,40369551.52,Alternative Supplier,1,23,52,0,169.5
Port Congestion,Consumer Goods,2,Europe,Small,0,3,47.4,141769.59,Production Reroute,5,34,40,0,142.2
Factory Incident,Consumer Goods,1,Asia-Pacific,Small,1,3,64.1,1310494.28,Alternative Supplier,1,11,36,0,192.29999999999998
Cyber Attack,Automotive,3,Asia-Pacific,Medium,1,2,21.5,1345656.89,Alternative Supplier,2,15,20,0,43.0
Labor Strike,Consumer Goods,3,Africa/Middle East,Medium,1,1,1.0,27456.07,Inventory Buffer,1,28,56,0,1.0
Geopolitical,Electronics,2,North America,Small,1,2,14.6,68878.17,Alternative Supplier,2,25,72,0,29.2
Natural Disaster,Automotive,1,Europe,Large,0,2,30.2,6205245.11,Customer Delay,1,30,54,1,60.4
Port Congestion,Consumer Goods,3,Asia-Pacific,Medium,0,3,29.3,153743.83,Production Reroute,3,91,174,0,87.9
Port Congestion,Consumer Goods,2,Europe,Medium,1,1,15.5,190841.16,Alternative Supplier,1,3,11,0,15.5
Port Congestion,Automotive,3,South America,Medium,1,3,39.6,1235906.82,Alternative Supplier,1,7,55,0,118.80000000000001
Factory Incident,Automotive,2,Europe,Small,0,2,13.7,40730.93,Inventory Buffer,4,33,48,0,27.4
Cyber Attack,Automotive,4,Asia-Pacific,Small,0,1,12.8,372372.09,Customer Delay,10,3,32,0,12.8
Natural Disaster,Electronics,1,Asia-Pacific,Small,1,4,66.4,1821972.09,Alternative Supplier,1,13,67,0,265.6
Natural Disaster,Pharmaceuticals,3,Europe,Small,0,3,38.8,245583.0,Inventory Buffer,5,20,105,0,116.39999999999999
Port Congestion,Electronics,3,Europe,Small,0,3,54.0,132661.79,Production Reroute,2,140,195,0,162.0
Port Congestion,Electronics,2,Europe,Medium,1,1,11.2,82306.6,Alternative Supplier,1,7,36,0,11.2
Labor Strike,Automotive,3,Europe,Small,0,3,23.4,163938.08,Production Reroute,16,24,87,0,70.19999999999999
Natural Disaster,Automotive,1,Asia-Pacific,Large,1,4,75.1,46682250.86,Alternative Supplier,4,40,65,0,300.4
Natural Disaster,Electronics,1,Asia-Pacific,Small,0,3,53.9,318530.88,Combined Strategy,4,24,38,0,161.7
Geopolitical,Aerospace,3,North America,Small,1,4,34.2,520324.48,Alternative Supplier,1,19,29,0,136.8
Port Congestion,Pharmaceuticals,3,North America,Small,1,2,30.2,593675.48,Alternative Supplier,4,12,39,0,60.4
Port Congestion,Consumer Goods,3,Europe,Medium,1,3,37.7,928936.05,Inventory Buffer,7,26,45,0,113.10000000000001
Port Congestion,Electronics,2,Europe,Medium,1,1,20.6,665692.97,Alternative Supplier,1,8,13,0,20.6
Port Congestion,Electronics,3,South America,Small,1,3,31.2,651594.7,Alternative Supplier,1,4,50,0,93.6
Natural Disaster,Automotive,3,Africa/Middle East,Medium,0,1,18.4,337918.74,Customer Delay,1,3,8,0,18.4
Port Congestion,Electronics,3,Asia-Pacific,Medium,1,1,3.3,116651.54,Alternative Supplier,1,25,49,1,3.3
Geopolitical,Automotive,3,Africa/Middle East,Medium,1,1,7.3,389704.6,Combined Strategy,1,14,47,0,7.3
Labor Strike,Consumer Goods,4,Asia-Pacific,Large,1,2,25.6,1415330.07,Alternative Supplier,1,8,75,0,51.2
Port Congestion,Electronics,3,Africa/Middle East,Medium,1,3,34.0,4202978.98,Alternative Supplier,1,28,99,1,102.0
Port Congestion,Electronics,1,Asia-Pacific,Large,0,1,12.4,515697.65,Inventory Buffer,1,3,31,0,12.4
Geopolitical,Automotive,1,Asia-Pacific,Medium,0,4,50.3,1805141.06,Combined Strategy,21,56,87,0,201.2
Factory Incident,Aerospace,2,North America,Medium,1,1,31.6,5715828.58,Alternative Supplier,4,7,16,0,31.6
Cyber Attack,Automotive,3,Africa/Middle East,Large,1,4,37.5,6142078.6,Alternative Supplier,2,66,246,0,150.0
Port Congestion,Automotive,3,Asia-Pacific,Medium,1,2,27.2,466218.86,Alternative Supplier,1,7,47,0,54.4
Geopolitical,Electronics,3,North America,Large,0,3,25.1,2371630.04,Inventory Buffer,5,3,55,0,75.30000000000001
Labor Strike,Consumer Goods,2,Africa/Middle East,Medium,1,2,16.1,991875.3,Alternative Supplier,1,5,46,0,32.2
Natural Disaster,Aerospace,2,Asia-Pacific,Medium,0,3,36.5,8095873.79,Customer Delay,4,67,160,0,109.5
Port Congestion,Automotive,2,Asia-Pacific,Medium,1,1,13.2,522355.58,Alternative Supplier,8,5,10,0,13.2
Port Congestion,Pharmaceuticals,3,Asia-Pacific,Large,0,1,1.0,66389.95,Customer Delay,3,30,45,0,1.0
Geopolitical,Electronics,1,North America,Medium,0,2,25.6,1064271.25,Combined Strategy,1,11,58,1,51.2
Factory Incident,Aerospace,3,South America,Medium,0,2,15.4,902156.3,Inventory Buffer,1,17,106,0,30.8
Port Congestion,Aerospace,3,Asia-Pacific,Small,0,4,43.7,3897384.31,Inventory Buffer,1,52,193,0,174.8
Geopolitical,Pharmaceuticals,2,Europe,Medium,1,3,36.8,1369913.06,Alternative Supplier,3,26,56,1,110.39999999999999
Port Congestion,Consumer Goods,2,Europe,Medium,0,3,52.7,1126400.06,Production Reroute,19,79,123,1,158.10000000000002
Geopolitical,Automotive,2,Asia-Pacific,Large,1,2,45.2,9189156.13,Alternative Supplier,1,25,30,1,90.4
Port Congestion,Electronics,1,North America,Small,1,1,1.0,10000.0,Alternative Supplier,1,4,12,0,1.0
Natural Disaster,Aerospace,3,Asia-Pacific,Medium,0,3,16.8,1320937.02,Production Reroute,2,26,94,0,50.400000000000006
Geopolitical,Consumer Goods,3,Asia-Pacific,Small,1,2,21.6,178510.75,Alternative Supplier,9,46,190,0,43.2
Geopolitical,Automotive,1,Europe,Medium,1,3,41.3,3693476.89,Alternative Supplier,3,18,82,0,123.89999999999999
Cyber Attack,Consumer Goods,1,Europe,Small,1,4,48.2,194047.74,Alternative Supplier,2,31,66,1,192.8
Factory Incident,Consumer Goods,2,North America,Small,1,2,26.9,51925.65,Alternative Supplier,1,19,71,0,53.8
Labor Strike,Electronics,1,Asia-Pacific,Small,1,2,20.4,260150.42,Alternative Supplier,4,8,25,1,40.8
Geopolitical,Electronics,1,North America,Large,1,4,52.1,5046056.64,Alternative Supplier,1,57,83,0,208.4
Natural Disaster,Automotive,2,South America,Large,1,4,45.1,21635075.16,Combined Strategy,1,26,83,0,180.4
Labor Strike,Automotive,4,South America,Medium,1,2,15.2,122749.82,Alternative Supplier,5,12,17,0,30.4
Geopolitical,Aerospace,3,Asia-Pacific,Small,0,2,4.3,104858.6,Alternative Supplier,1,16,70,0,8.6
Cyber Attack,Pharmaceuticals,1,Asia-Pacific,Medium,1,2,31.5,590107.67,Alternative Supplier,1,3,54,0,63.0
Labor Strike,Aerospace,3,Africa/Middle East,Large,1,2,22.4,6201167.42,Alternative Supplier,1,37,57,0,44.8
Natural Disaster,Electronics,3,Africa/Middle East,Small,1,2,23.5,291533.3,Alternative Supplier,5,4,64,0,47.0
Natural Disaster,Automotive,1,North America,Large,0,2,17.5,8158157.28,Production Reroute,3,46,111,0,35.0
Geopolitical,Pharmaceuticals,4,Asia-Pacific,Large,1,4,36.3,6695255.07,Alternative Supplier,1,42,55,0,145.2
Geopolitical,Electronics,2,Europe,Large,0,3,34.9,6171691.87,Customer Delay,12,119,154,0,104.69999999999999
Geopolitical,Electronics,1,North America,Small,0,3,45.6,391362.62,Production Reroute,2,5,18,0,136.8
Factory Incident,Consumer Goods,3,Asia-Pacific,Medium,0,2,32.4,1129708.74,Production Reroute,8,17,148,0,64.8
Cyber Attack,Pharmaceuticals,2,North America,Medium,0,3,23.2,1105195.72,Inventory Buffer,10,35,106,0,69.6
Natural Disaster,Automotive,3,South America,Medium,1,2,17.5,781824.69,Alternative Supplier,2,6,31,1,35.0
Port Congestion,Electronics,3,Europe,Small,0,3,39.1,235097.25,Production Reroute,2,17,94,0,117.30000000000001
Factory Incident,Pharmaceuticals,1,Asia-Pacific,Large,1,1,5.9,1980763.4,Alternative Supplier,1,10,16,0,5.9
Cyber Attack,Electronics,4,North America,Small,0,4,29.3,507734.77,Combined Strategy,16,10,98,0,117.2
Port Congestion,Consumer Goods,3,Europe,Medium,1,2,15.8,148460.47,Production Reroute,1,11,26,0,31.6
Geopolitical,Electronics,2,South America,Large,1,2,26.1,2877055.14,Alternative Supplier,1,3,78,0,52.2
Cyber Attack,Aerospace,1,Asia-Pacific,Medium,0,3,48.8,2834809.84,Customer Delay,15,88,357,0,146.39999999999998
Geopolitical,Aerospace,1,Asia-Pacific,Medium,0,4,43.5,6231784.97,Combined Strategy,3,12,130,0,174.0
Factory Incident,Consumer Goods,3,Asia-Pacific,Large,0,1,4.4,151203.62,Alternative Supplier,3,3,8,0,4.4
Cyber Attack,Consumer Goods,3,North America,Medium,1,3,33.8,162253.26,Production Reroute,1,58,120,0,101.39999999999999
Geopolitical,Consumer Goods,2,Asia-Pacific,Large,0,3,22.7,1250310.82,Customer Delay,13,5,14,0,68.1
Port Congestion,Automotive,2,Asia-Pacific,Small,1,2,15.8,259933.47,Inventory Buffer,1,3,30,0,31.6
Cyber Attack,Aerospace,1,North America,Medium,1,4,43.2,2884568.34,Alternative Supplier,8,8,99,0,172.8
Port Congestion,Automotive,2,Europe,Small,1,1,1.0,10000.0,Production Reroute,1,31,36,1,1.0
Port Congestion,Pharmaceuticals,4,Europe,Medium,0,2,12.5,472079.7,Production Reroute,4,35,81,0,25.0
Port Congestion,Pharmaceuticals,2,North America,Small,0,1,1.0,10000.0,Inventory Buffer,6,3,25,0,1.0
Labor Strike,Automotive,2,Europe,Small,0,2,35.6,100947.04,Inventory Buffer,4,31,61,0,71.2
Cyber Attack,Electronics,3,South America,Small,0,3,46.3,636719.0,Alternative Supplier,6,7,69,0,138.89999999999998
Labor Strike,Consumer Goods,2,North America,Small,0,2,38.8,262733.0,Customer Delay,5,33,40,1,77.6
Port Congestion,Automotive,1,South America,Small,1,3,49.2,1158070.91,Inventory Buffer,1,20,48,1,147.60000000000002
Port Congestion,Consumer Goods,2,Europe,Large,1,1,36.0,545626.43,Alternative Supplier,5,3,29,1,36.0
Labor Strike,Electronics,1,Europe,Medium,0,2,27.5,564689.66,Combined Strategy,11,11,52,0,55.0
Cyber Attack,Consumer Goods,2,Europe,Medium,1,2,21.6,52907.17,Alternative Supplier,1,8,53,0,43.2
Natural Disaster,Electronics,3,Asia-Pacific,Medium,1,5,62.7,1555185.99,Alternative Supplier,5,22,44,0,313.5
Factory Incident,Consumer Goods,1,Africa/Middle East,Small,1,2,47.6,406603.11,Combined Strategy,4,7,51,0,95.2
Port Congestion,Electronics,1,Europe,Small,0,2,31.0,142315.96,Inventory Buffer,1,25,53,0,62.0
Natural Disaster,Pharmaceuticals,4,North America,Medium,1,3,35.5,7511835.5,Inventory Buffer,8,19,61,0,106.5
Cyber Attack,Automotive,3,Asia-Pacific,Large,0,3,1.0,44716.35,Production Reroute,12,4,24,0,3.0
Port Congestion,Automotive,1,Asia-Pacific,Medium,0,1,1.0,37082.64,Production Reroute,13,6,22,0,1.0
Geopolitical,Aerospace,1,North America,Medium,1,3,53.0,5951467.17,Alternative Supplier,3,14,27,0,159.0
Factory Incident,Aerospace,1,North America,Small,1,2,31.8,1343393.52,Alternative Supplier,3,3,24,0,63.6
Port Congestion,Aerospace,1,North America,Small,1,2,22.6,264483.35,Alternative Supplier,1,21,79,0,45.2
Factory Incident,Consumer Goods,3,Europe,Medium,0,2,35.8,1220271.64,Combined Strategy,1,3,20,0,71.6
Cyber Attack,Electronics,2,Asia-Pacific,Small,0,2,23.3,505779.44,Production Reroute,3,12,76,0,46.6
Geopolitical,Automotive,2,Europe,Small,0,1,19.5,181687.17,Inventory Buffer,1,14,42,1,19.5
Port Congestion,Automotive,1,Asia-Pacific,Medium,0,2,32.6,1582404.47,Inventory Buffer,2,3,77,0,65.2
Labor Strike,Consumer Goods,2,Europe,Large,0,1,1.0,125388.07,Production Reroute,2,17,69,0,1.0
Labor Strike,Automotive,3,Asia-Pacific,Large,0,2,26.4,5923654.12,Inventory Buffer,1,34,44,0,52.8
Geopolitical,Electronics,2,North America,Small,1,2,22.9,104198.53,Alternative Supplier,1,5,42,0,45.8
Cyber Attack,Pharmaceuticals,1,Asia-Pacific,Medium,0,4,52.4,2087357.49,Production Reroute,9,46,185,0,209.6
Factory Incident,Automotive,3,Europe,Small,0,2,26.6,161900.9,Alternative Supplier,2,5,53,0,53.2
Geopolitical,Aerospace,2,Europe,Medium,0,3,45.4,5304457.97,Customer Delay,1,78,178,0,136.2
Natural Disaster,Automotive,4,Asia-Pacific,Medium,1,5,46.7,5864341.17,Alternative Supplier,14,68,77,1,233.5
Labor Strike,Automotive,1,South America,Large,1,1,22.5,854511.05,Combined Strategy,1,8,22,0,22.5
Natural Disaster,Consumer Goods,1,Asia-Pacific,Medium,0,2,23.9,302919.97,Production Reroute,4,24,48,0,47.8
Labor Strike,Consumer Goods,3,North America,Medium,1,1,1.0,23940.97,Alternative Supplier,10,18,37,0,1.0
Cyber Attack,Aerospace,3,Europe,Medium,1,4,45.4,3816169.45,Alternative Supplier,1,83,118,1,181.6
Labor Strike,Automotive,1,North America,Large,1,2,39.9,4866234.68,Inventory Buffer,3,25,47,1,79.8
Natural Disaster,Electronics,3,Asia-Pacific,Medium,1,3,29.1,543585.05,Alternative Supplier,8,3,96,1,87.30000000000001
Geopolitical,Electronics,2,Asia-Pacific,Large,1,2,14.1,2523841.25,Inventory Buffer,2,6,22,0,28.2
Natural Disaster,Consumer Goods,1,Europe,Medium,1,2,26.1,368257.89,Alternative Supplier,2,16,56,0,52.2
Cyber Attack,Aerospace,1,South America,Large,0,4,77.4,14279692.62,Combined Strategy,2,15,64,0,309.6
Geopolitical,Aerospace,1,Asia-Pacific,Small,0,1,12.4,1640574.7,Production Reroute,17,3,43,0,12.4
Natural Disaster,Consumer Goods,3,Asia-Pacific,Small,0,4,36.5,123294.56,Combined Strategy,6,3,29,1,146.0
Cyber Attack,Consumer Goods,3,Asia-Pacific,Medium,0,3,41.1,1226578.81,Customer Delay,16,169,296,0,123.30000000000001
Labor Strike,Aerospace,3,Asia-Pacific,Small,0,2,20.5,83475.21,Customer Delay,2,59,68,0,41.0
Factory Incident,Aerospace,4,North America,Small,0,2,31.2,457103.98,Production Reroute,1,11,52,0,62.4
Cyber Attack,Electronics,3,Europe,Medium,1,4,34.9,2348027.72,Alternative Supplier,2,14,147,1,139.6
Labor Strike,Electronics,4,North America,Medium,1,3,25.8,564154.05,Alternative Supplier,4,17,67,0,77.4
Geopolitical,Aerospace,4,Asia-Pacific,Medium,0,4,33.5,5150230.06,Combined Strategy,5,32,99,1,134.0
Port Congestion,Automotive,1,Asia-Pacific,Small,1,1,24.6,182737.4,Production Reroute,3,22,31,0,24.6
Geopolitical,Automotive,1,Asia-Pacific,Medium,1,3,58.7,5754106.46,Alternative Supplier,1,23,51,1,176.10000000000002
Factory Incident,Consumer Goods,2,Europe,Small,0,1,16.0,213469.93,Production Reroute,1,29,36,0,16.0
Port Congestion,Consumer Goods,1,South America,Small,1,1,10.4,83193.45,Alternative Supplier,10,3,27,0,10.4
Cyber Attack,Pharmaceuticals,1,North America,Medium,0,1,17.9,1516233.9,Production Reroute,5,6,18,0,17.9
Port Congestion,Consumer Goods,3,Europe,Small,0,2,35.7,90600.12,Customer Delay,1,11,43,0,71.4
Labor Strike,Automotive,1,Asia-Pacific,Medium,1,2,9.8,575188.14,Alternative Supplier,3,11,21,1,19.6
Natural Disaster,Automotive,3,Asia-Pacific,Large,1,3,37.5,11696605.55,Customer Delay,2,36,113,0,112.5
Port Congestion,Pharmaceuticals,4,Europe,Large,1,1,13.2,1593014.52,Customer Delay,1,69,74,0,13.2
Geopolitical,Electronics,1,South America,Large,1,2,28.6,3918357.37,Alternative Supplier,3,5,68,0,57.2
Labor Strike,Automotive,2,South America,Medium,1,1,1.0,54056.54,Inventory Buffer,1,15,51,1,1.0
Port Congestion,Electronics,2,Asia-Pacific,Medium,0,3,46.6,1130765.31,Inventory Buffer,7,25,49,0,139.8
Port Congestion,Electronics,1,North America,Large,1,2,20.8,944246.27,Alternative Supplier,7,38,75,0,41.6
Natural Disaster,Aerospace,1,North America,Medium,1,3,44.9,2008356.3,Inventory Buffer,1,27,72,0,134.7
Factory Incident,Pharmaceuticals,1,Asia-Pacific,Large,0,3,53.6,56132582.86,Combined Strategy,15,7,114,1,160.8
Geopolitical,Automotive,3,North America,Small,0,2,9.7,15111.53,Production Reroute,1,32,117,1,19.4
Geopolitical,Electronics,1,Europe,Medium,1,3,53.6,1862757.24,Alternative Supplier,5,17,80,1,160.8
Geopolitical,Pharmaceuticals,2,Asia-Pacific,Medium,0,4,49.2,4387382.94,Combined Strategy,1,110,122,1,196.8
Cyber Attack,Consumer Goods,2,Europe,Large,1,3,32.7,1331607.49,Alternative Supplier,3,36,106,0,98.10000000000001
Port Congestion,Consumer Goods,2,Africa/Middle East,Medium,1,1,11.5,330691.03,Alternative Supplier,4,20,35,0,11.5
Cyber Attack,Electronics,3,Asia-Pacific,Small,1,3,24.3,99570.12,Alternative Supplier,5,37,53,0,72.9
Labor Strike,Consumer Goods,2,Europe,Small,1,2,14.7,216544.01,Production Reroute,1,22,33,0,29.4
Natural Disaster,Pharmaceuticals,1,South America,Medium,1,4,54.6,2307532.3,Alternative Supplier,5,40,72,1,218.4
